"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"14807","深度安装器(#12)","/其他安装方式/空硬盘安装(#5270)","","UEFI bios测试","由于此测试会删除分区表，故需要一个空电脑进行测试，否则硬盘东西全部毁坏。","1. 进入live环境：
1）打开gparted，删除所有分区。
2）打开深度终端，执行命令：dd  if=/dev/zero of=/dev/sda count=512。删除分区表。
2. 进入bios，系统开机启动设置为UEFI BIOS启动。
3. 重启系统，不做任何操作，进入语言选择界面，选择相应语言。
4. 进入分区选择界面，默认【简单模式】，点击确定，进行安装。安装成功后，点击【立即重启】。
5. 检查grub能否正常引导，且开机动画正常。","1. 能够正常删除分区表
2. 设置成功
3. 选择相应安装语言。
4. 安装过程正常，能够正常完成安装。点击重启按钮，系统能够重新启动。
5. grub正常引导，开机动画正常，“deepin”开机动画能够正常显示。","1. MIDOS没有UEFI 引导
2. 
3. 
4. 
5.","","2","功能测试","","正常","0","1","5","通过","刘文","2019-07-17","刘文","2019-10-08","1","",""
"14806","深度安装器(#12)","/其他安装方式/空硬盘安装(#5270)","","传统bios测试","由于此测试会删除分区表，故需要一个空电脑进行测试，否则硬盘东西全部毁坏。","1. 进入live环境：
1）打开gparted，删除所有分区。
2）打开深度终端，执行命令：dd  if=/dev/zero of=/dev/sda count=512。删除分区表。
2. 进入bios，系统开机启动设置为传统BIOS启动。
3. 重启系统，不做任何操作，进入语言选择界面，选择相应语言。
4. 进入分区选择界面，选择全盘安装，点击确定，进行安装。安装成功后，点击【立即重启】。
5. 检查grub能否正常引导，且开机动画正常。","1. 能够正常删除分区表
2. 设置成功
3. 选择相应安装语言。
4. 安装过程正常，能够正常完成安装。点击重启按钮，系统能够重新启动。
5. grub正常引导，开机动画正常，“deepin”开机动画能够正常显示。","1. 
2. 
3. 
4. 
5.","","2","功能测试","","正常","0","1","5","通过","刘文","2019-07-17","刘文","2019-10-08","2","",""
"14805","深度安装器(#12)","/其他安装方式/光盘安装(#5268)","","光盘 64位安装","电脑自带光驱或者有 USB光驱可用；
刻录了 deepin 64位系统的光盘；","1. 打开光驱，放入deepin 64位系统光盘，重启PC，按F12进入启动菜单选项，选择从光驱启动
2. 选择简体中文
3. 配置网络为DHCP，点击下一步
4. 选择时区为上海，点击下一步
5. 在简单模式或高级模式选择一个分区，点击安装按钮
6. 安装组件为完整安装，点击下一步
7. 输入用户名、密码
确认密码 与 密码一致
点击安装
8. 点击确认按钮，等待提示安装成功
9. 点击立即重启按钮
10. 重启系统后从硬盘启动，查看系统显示","1. 启动到语言选择界面，速度比较慢
2. 简体中文设置成功
3. 网络配置成功，进入时区设置界面
4. 进入到硬盘分区界面
5. 弹出确认安装对话框：
Deepin 操作系统将安装到 /dev/xxx 
6. 系统进入用户设置界面
7. 进入安装确认界面，点击下一步
8. 开始安装，循环播放 deepin 系统介绍动画，一直到安装成功
9. 重启计算机
10. 从光盘安装完成后，系统可以正常启动","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 
10.","","1","功能测试","","正常","0","0","10","","刘文","2019-07-17","刘文","2019-10-08","1","",""
"14801","深度安装器(#12)","/安装反馈/安装失败(#5252)","","安装失败反馈","","1. 进入准备安装界面，等待系统安装
2. 查看界面显示内容，点击右上角二维码图标
3. 使用手机扫描二维码","1. 系统安装失败，进入安装失败界面
2. 界面显示内容正常，可以显示二维码
3. 手机界面跳转到官方反馈界面","1. 
2. 
3.","","2","功能测试","","正常","0","3","3","通过","刘文","2019-07-17","刘文","2019-10-08","1","",""
"14799","深度安装器(#12)","/安装反馈/安装失败(#5252)","","安装失败界面","","1. 进入准备安装界面，等待系统安装完成
2. 查看界面内容","1. 系统安装失败，进入安装失败界面
2. 界面内容显示如下：
1.图标反馈；
2.安装失败提示；
3.引导信息；
4.失败信息；
5.退出安装按钮
引导信息和失败信息显示窗口右上角会显示二维码的 小图标","1. 
2.","","2","功能测试","","正常","0","4","2","通过","刘文","2019-07-17","刘文","2019-10-08","1","",""
"14792","深度安装器(#12)","/安装系统/系统功能介绍(#5248)","","系统安装界面介绍-幻灯片","","1. 进入正在安装界面，查看界面显示内容
2. 查看系统功能介绍窗口功能介绍是否以幻灯片的方式展现
3. 查看幻灯片显示内容和表现形式
4. 在幻灯片播放的过程中，查看幻灯片显示
5. 查看幻灯片显示","1. 界面显示正确
2. 查看系统功能介绍窗口功能介绍是否以幻灯片的方式展现
3. 幻灯片中80%的内容用于展示Deepin系统的特点，20%展示新版特性；幻灯片切换方式为第一张从左边抽出，到第一张快抽取完全时，下一张从右边向左显示
4. 所有有幻灯片显示正常，没有被裁剪现象
5. 幻灯片支持中文、繁体中文、英文","1. 
2. 
3. 
4. 
5.","","2","功能测试","","正常","0","3","5","失败","刘文","2019-07-17","刘文","2019-10-08","3","",""
"14788","深度安装器(#12)","/安装系统/系统功能介绍(#5248)","","系统安装功能界面","","1. 准备安装界面点击‘继续安装’按钮
2. 查看界面内容","1. 界面进入正在安装界面
2. 界面内容如下：
1.标题；
2.提示；
3.系统功能介绍窗口；
4.安装进度条
其中系统功能介绍窗口中使用幻灯片的方式介绍系统应用功能","1. 
2.","","2","功能测试","","正常","0","4","2","通过","刘文","2019-07-17","刘文","2019-10-08","1","",""
"14786","深度安装器(#12)","/设置账户/root密码(#5197)","","密码特殊字符","","1. 在<密码>输入的密码输入特殊字符，<重复密码>输入相同的密码，在其它选项中输入正常的信息，点击下一步按钮
2. 系统安装成功后，在终端输入:su root 输入root密码","1. 设置root密码成功
2. 可以使用root密码登录","1. 
2.","","2","功能测试","","正常","0","3","2","阻塞","刘文","2019-07-17","刘文","2019-10-08","1","",""
"14785","深度安装器(#12)","/设置账户/root密码(#5197)","","密码不匹配","","1. 在<密码>输入的密码长度大于<重复密码>输入的长度，点击下一步按钮
2. 在<密码>输入的密码长度小于<重复密码>输入的长度，点击下一步按钮
3. 在<密码>输入的密码长度等于<重复密码>输入的长度，但是密码不同，点击下一步按钮","1. 系统提示两次输入的密码不一致
2. 系统提示两次输入的密码不一致
3. 系统提示两次输入的密码不一致","1. 
2. 
3.","","2","功能测试","","正常","0","3","3","阻塞","刘文","2019-07-17","刘文","2019-10-08","2","",""
"14784","深度安装器(#12)","/设置账户/root密码(#5197)","","超短密码","","1. 在roo密码输入框和确认密码输入框，输入相同的1个字符，点击下一步按钮
2. 正常安装ISO后重启，在终端中输入：su root，输入root密码","1. 设置root密码成功
2. 可以使用root密码登录","1. 
2.","","2","功能测试","","正常","0","3","2","阻塞","刘文","2019-07-17","刘文","2019-10-08","1","",""
"14783","深度安装器(#12)","/设置账户/root密码(#5197)","","超长密码","","1. 在roo密码输入框和确认密码输入框，输入超过17字符，点击下一步按钮
2. 在roo密码输入框和确认密码输入框，输入密码控制在16个字符之内，点击下一步按钮
3. 正常安装ISO后重启，在终端中输入：su root，输入root密码","1. 提示“请输入长达大于1，小于16位密码”
2. 设置root密码成功
3. 可以使用root密码登录","1. 
2. 
3.","","2","功能测试","","正常","0","3","3","阻塞","刘文","2019-07-17","刘文","2019-10-08","3","",""
"14782","深度安装器(#12)","/设置账户/root密码(#5197)","","空密码","","1. 在root密码设置界面，不输入任何信息，直接点击下一步
2. 在root密码设置界面，只输入root密码，点击下一步
3. 在root密码设置界面，只输入root确认密码，点击下一步","1. 请输入长达大于1，小于16位密码
2. 两次输入的密码不一致
3. 密码框提示请输入长达大于1，小于16位密码","1. 
2. 
3.","","1","功能测试","","正常","0","3","3","通过","刘文","2019-07-17","刘文","2019-10-08","2","",""
"14781","深度安装器(#12)","/设置账户/root密码(#5197)","","设置root密码","","1. 在设置root密码界面，查看提示信息显示
2. 在root密码输入框和确认输入框都输入相同的密码，点击下一步按钮
3. 正常安装ISO后重启，在终端中输入：su root，输入root密码","1. 提示：root账户用户管理系统。为root用户输入密码
2. root密码创建成功
3. 可以使用root密码登录","1. 设置root密码之后，登录无效
2. 设置root密码之后，登录无效
3. 设置root密码之后，登录无效","","1","功能测试","","正常","0","4","3","失败","刘文","2019-07-17","刘文","2019-10-08","2","",""
"14780","深度安装器(#12)","/设置账户/root密码(#5197)","","root密码默认状态","","1. 在设置账户界面，查看设置root密码默认状态
2. 勾选设置root密码复选框，查看界面显示","1. 默认没有勾选设置root密码
2. 界面会显示提示信息，root密码、确认密码","1. 
2.","","2","功能测试","","正常","0","3","2","通过","刘文","2019-07-17","刘文","2019-10-08","1","",""
"14778","深度安装器(#12)","/设置账户/创建用户(#5195)","","创建用户-密码提示","","1. 进入创建用户界面，查看界面内容显示
2. 查看密码输入框下面的提示信息显示","1. 界面内容显示正常
2. 提示：输入相同密码两次，已检查输入错误。好的密码包含字母，数字，标点的组合，应当至少为8个字符长，并且应按一定周期更换。","1. 
2.","","1","功能测试","","正常","0","3","2","阻塞","刘文","2019-07-17","刘文","2019-10-08","1","",""
"14777","深度安装器(#12)","/设置账户/用户头像(#5196)","","用户头像选择","","1. 进入创建用户界面
2. 点击用户头像
3. 点击任意头像
4. 正常的安装系统，安装完成重启进入系统之后查看用户的头像与安装时选择的头像是否时一致的","1. 界面正常显示标题、提示、用户头像、用户名、计算机名、密码、密码确认、下一步按钮
2. 进入到默认头像选择界面
3. 头像即时生效并返回创建用户界面
4. 保持一致","1. 
2. 
3. 
4.","","1","功能测试","","正常","0","5","4","通过","刘文","2019-07-17","刘文","2019-10-08","1","",""
"14776","深度安装器(#12)","/设置账户/创建用户(#5195)","","用户创建-密码特殊字符","","1. 进入创建用户界面，查看界面内容显示
2. 在用户名输入框输入正常的字符，查看主机名是否跟随变化
3. 在<密码>输入的密码输入特殊字符，<重复密码>输入相同的密码，在其它选项中输入正常的信息，点击下一步按钮
4. 正常安装系统之后，重启后使用设置的密码登录系统","1. 界面内容显示正常
2. 用户名正常输入，主机名跟随用户名自动创建
3. 可以创建用户
4. 正常登录系统","1. 
2. 
3. 
4.","","2","功能测试","","正常","0","3","4","通过","刘文","2019-07-17","刘文","2019-10-08","1","",""
"14775","深度安装器(#12)","/设置账户/创建用户(#5195)","","用户创建-密码不匹配","","1. 进入创建用户界面，查看界面内容显示
2. 在用户名输入框输入正常的字符，查看主机名是否跟随变化
3. 在<密码>输入的密码长度大于<重复密码>输入的长度，在其它选项中输入正常的信息，点击下一步按钮
4. 在<密码>输入的密码长度小于<重复密码>输入的长度，在其它选项中输入正常的信息，点击下一步按钮","1. 界面内容显示正常
2. 用户名正常输入，主机名跟随用户名自动创建
3. 系统提示密码不匹配，无法创建用户，下一步按钮灰置
4. 系统提示密码不匹配，无法创建用户，下一步按钮灰置","1. 
2. 
3. 
4.","","2","功能测试","","正常","0","4","4","通过","刘文","2019-07-17","刘文","2019-10-08","1","",""
